timestamp,instance_id,region,service,log_level,cpu_usage_percent,memory_usage_percent,request_latency_ms,processing_status,request_id
2026-01-21 19:23:18,i-5e63b6f2,ap-southeast-1,data-processor,ERROR,24.6,34.43,496.62,SUCCESS,62ed28a5-502c-4c7f-b0fd-2b5fce4f5c00
2026-01-27 21:31:31,i-90b0007b,ap-southeast-1,auth-service,INFO,63.3,76.09,438.73,SUCCESS,ee9d5012-7107-40b8-8faf-36b7d46783a5
2026-01-09 15:33:15,i-e02addaa,us-east-1,auth-service,WARN,77.01,24.84,456.16,SUCCESS,f2ca057a-1e1a-4ad2-9af1-896a9b89fcb4
2026-01-09 01:20:19,i-c292f604,us-east-1,auth-service,ERROR,18.58,37.66,667.85,SUCCESS,23bd2fe0-e418-446c-ada6-bf76f747fe7c
2026-01-22 02:00:30,i-02ff39c3,ap-southeast-1,api-gateway,INFO,58.83,44.77,25.66,SUCCESS,7d5da760-740a-4949-b02e-b89e0fb5870e
2026-01-06 13:32:45,i-d7b249dc,eu-west-1,data-processor,INFO,60.3,40.01,644.86,SUCCESS,04ebf54c-daca-4d69-935b-7103070f166a
2026-01-03 17:44:42,i-8d25dc0c,us-west-2,data-processor,DEBUG,58.49,63.93,373.14,SUCCESS,6e24b58a-0c16-4c85-886d-5a980fdf7cd6
2026-01-29 19:36:23,i-c4b4fc2a,eu-west-1,api-gateway,INFO,44.26,84.49,523.23,SUCCESS,8a6ffe31-be11-4c1d-9f34-d8b46747ca7f
2026-01-09 02:58:00,i-c292f604,ap-southeast-1,auth-service,ERROR,82.7,67.24,353.75,SUCCESS,3f3b39fd-a6e0-4567-9b1b-e7bd62d988ac
2026-01-26 13:20:41,i-4bf1c037,us-east-1,auth-service,WARN,82.97,75.48,263.19,SUCCESS,0fd84615-af27-4eda-ac7f-a1597d654254
2026-01-01 02:28:12,i-90b0007b,eu-west-1,api-gateway,INFO,49.03,34.18,278.66,SUCCESS,9113c181-0498-4295-8d6b-d26dabec989d
2026-01-13 07:36:13,i-8d25dc0c,ap-southeast-1,user-service,INFO,55.39,64.26,586.41,FAILED,b0fb6349-2862-4353-a13a-81ad3b11c6d4
2026-01-04 09:48:40,i-8d25dc0c,ap-southeast-1,payment-service,INFO,42.42,74.8,677.14,SUCCESS,94600d6a-cd22-42b1-88a9-11ebd59ebb3f
2026-01-07 06:39:31,i-8d25dc0c,us-east-1,data-processor,INFO,18.21,30.01,683.94,SUCCESS,b519e461-06e3-490e-8c2c-90ab48cd465c
2026-01-27 06:37:48,i-86e2c0e5,us-east-1,data-processor,ERROR,94.0,41.01,59.5,RETRY,ec3e6071-b545-4825-b200-707a5e1de64a
2026-01-12 10:37:51,i-02ff39c3,ap-southeast-1,data-processor,INFO,23.84,38.39,170.51,SUCCESS,1f623051-25fa-4ac2-b08d-d895d72584fc
2026-01-05 03:37:32,i-2b6b64c1,us-west-2,data-processor,INFO,80.92,86.49,236.32,SUCCESS,27acc287-0521-416e-ab00-e3ed78792ba2
2026-01-26 09:23:04,i-02ff39c3,eu-west-1,payment-service,INFO,25.98,30.23,612.79,SUCCESS,b1f1fde6-357e-48a4-8506-73a7f3d8d497
2026-01-03 15:17:56,i-24d39cb1,us-west-2,payment-service,WARN,38.3,43.88,311.68,SUCCESS,a29c6e41-7d3f-4772-9bb4-ff6177939dc8
2026-01-27 01:15:27,i-a6e729b4,us-west-2,data-processor,INFO,13.21,40.23,371.7,SUCCESS,a0497988-e89d-4fbc-b7de-b159a65a4a90
2026-01-19 13:27:57,i-e02addaa,ap-southeast-1,data-processor,INFO,37.07,24.87,307.4,SUCCESS,07a98389-71ef-4473-83e7-701b814f7964
2026-01-08 05:38:34,i-a0c2be9a,us-east-1,auth-service,INFO,48.24,20.31,661.52,SUCCESS,33685819-f572-4ed7-907d-e709e0e44504
2026-01-07 18:37:37,i-4bf1c037,us-east-1,user-service,INFO,62.43,38.13,105.87,SUCCESS,8254c50f-77a8-43f2-a24e-be7d12f16388
2026-01-07 14:32:07,i-ba94833f,us-east-1,payment-service,INFO,49.3,63.13,637.61,SUCCESS,be8dfb75-8e18-4962-a649-21b5bb19259b
2026-01-05 02:12:47,i-2b6b64c1,ap-southeast-1,payment-service,INFO,49.87,51.84,185.53,SUCCESS,576d6139-9628-49f4-8bd4-d1857ad22874
2026-01-29 10:34:05,i-dbf613b7,ap-southeast-1,user-service,DEBUG,85.34,34.44,512.11,SUCCESS,3a3fbea1-c6a4-46cf-8d1b-92653efc20fe
2026-01-06 17:56:58,i-5e63b6f2,us-west-2,auth-service,DEBUG,65.33,23.04,750.49,SUCCESS,49b74e0f-9baa-439f-91c2-3f7b21a0791e
2026-01-26 13:37:18,i-86e2c0e5,ap-southeast-1,user-service,INFO,12.2,59.93,279.71,SUCCESS,12db1457-22f5-410e-8276-1b62f4623ba6
2026-01-15 17:19:14,i-4bf1c037,eu-west-1,user-service,DEBUG,81.36,45.19,497.78,SUCCESS,149b975a-7803-4270-af25-b78d9ebea2e1
2026-01-10 08:38:12,i-e02addaa,eu-west-1,user-service,INFO,78.58,34.6,371.02,RETRY,f801ec3a-bd9d-4fed-99cc-0fcdc6e68f2e
2026-01-27 18:21:26,i-5e63b6f2,us-east-1,payment-service,DEBUG,15.63,88.09,560.44,SUCCESS,d6763070-be31-47ec-8a58-f67e93b1dfb1
2026-01-14 15:56:08,i-4bf1c037,eu-west-1,auth-service,ERROR,83.17,25.8,191.77,SUCCESS,8c6d2aa4-5dc1-4fce-b946-0ca2c5407872
2026-01-29 05:08:08,i-dbf613b7,us-east-1,data-processor,INFO,10.17,69.43,226.73,SUCCESS,38511710-c05a-40f0-9c99-e20fe5ddfae4
2026-01-07 09:28:14,i-ce5bd7ec,us-west-2,data-processor,ERROR,90.52,25.31,413.92,SUCCESS,0fc68e53-bf12-4c60-8156-e40cb906e577
2026-01-17 10:29:11,i-5e63b6f2,us-east-1,api-gateway,INFO,87.78,48.94,607.08,SUCCESS,d36fc511-b55a-438e-ba63-f2a9773516a8
2026-01-17 18:51:10,i-a6e729b4,us-west-2,user-service,INFO,82.77,60.65,789.0,SUCCESS,35c28b2c-af25-479d-9d8b-9b8bb7ee3f7c
2026-01-25 21:27:12,i-8d25dc0c,us-east-1,user-service,WARN,91.99,25.88,636.55,SUCCESS,16777235-2004-492f-b587-8ff70e8fe971
2026-01-17 03:08:40,i-4bf1c037,us-east-1,api-gateway,INFO,52.48,43.44,30.43,SUCCESS,2533e6aa-4ddb-4573-bb43-4757226be068
2026-01-21 10:50:23,i-ba94833f,eu-west-1,payment-service,WARN,69.3,83.53,610.58,SUCCESS,fcdf566c-76c4-4e01-a1e5-89b587a3dda3
2026-01-24 04:29:37,i-8d25dc0c,eu-west-1,api-gateway,INFO,41.35,56.62,489.42,SUCCESS,756742c9-f259-4471-bd91-36193019db33
2026-01-22 22:41:45,i-a6e729b4,us-west-2,api-gateway,WARN,72.82,72.6,545.03,SUCCESS,81ef5a9d-c001-423f-bb57-9f8928426293
2026-01-28 19:33:57,i-e3d2055f,ap-southeast-1,auth-service,INFO,56.04,34.17,313.12,SUCCESS,ea900f8c-b3a6-4112-9076-f7d72ca055d4
2026-01-09 04:38:03,i-2b6b64c1,eu-west-1,data-processor,WARN,46.25,53.7,121.63,SUCCESS,6475e35b-4554-48ea-8141-c43bd830b218
2026-01-22 01:45:30,i-86e2c0e5,ap-southeast-1,user-service,INFO,22.88,75.15,381.33,FAILED,929b3e74-65d2-4886-96b5-811ab2d9c3d5
2026-01-04 09:56:50,i-a6e729b4,ap-southeast-1,payment-service,WARN,20.27,32.86,570.05,SUCCESS,dccc06c2-b0b6-48c9-8345-eda90e37a35c
2026-01-09 08:24:02,i-24d39cb1,us-west-2,payment-service,ERROR,66.34,32.48,210.0,RETRY,1c683c68-588c-4b59-b189-e9c4c59913ca
2026-01-04 03:27:10,i-02ff39c3,ap-southeast-1,auth-service,INFO,45.3,69.11,426.37,SUCCESS,7123e18d-4c4e-4c60-8434-76b7093faa61
2026-01-06 01:39:15,i-90b0007b,us-east-1,api-gateway,INFO,39.3,83.89,165.14,SUCCESS,95efe907-1481-4b06-a7aa-093398c2468d
2026-01-06 21:24:08,i-a6e729b4,us-east-1,user-service,INFO,71.26,50.6,208.31,SUCCESS,5d0019bb-95d0-4928-9726-1ad1bae231e9
2026-01-25 03:58:33,i-2b6b64c1,ap-southeast-1,user-service,INFO,43.36,31.78,368.11,SUCCESS,6d0213fa-8fec-4e60-8053-dcec97bdd3f7
2026-01-18 04:44:51,i-ce5bd7ec,us-west-2,user-service,INFO,12.3,54.8,280.36,SUCCESS,27ef19c1-ad28-471f-9bba-3b836f778a45
2026-01-13 07:50:28,i-a6e729b4,eu-west-1,data-processor,INFO,59.47,24.87,637.79,RETRY,e4ff676e-a29a-4804-9f1a-745d7fc4bcbd
2026-01-19 06:03:01,i-5e63b6f2,us-east-1,payment-service,ERROR,85.02,44.91,255.23,SUCCESS,0d6626ee-a59a-439f-a897-44bc5af67448
2026-01-20 03:37:21,i-5e63b6f2,us-east-1,api-gateway,INFO,40.5,75.82,377.74,SUCCESS,23178ed3-9ea9-4b0b-b2c7-14138fcd23b2
2026-01-30 11:55:15,i-24d39cb1,us-west-2,payment-service,INFO,65.01,38.8,253.28,SUCCESS,084b4b8e-8d91-4086-ae8c-3168e2b9d6dc
2026-01-10 22:39:08,i-8d25dc0c,ap-southeast-1,payment-service,DEBUG,71.47,47.37,310.66,SUCCESS,3d0f3eb2-bd9e-4386-bea4-6ca0f3a84dc9
2026-01-11 04:27:05,i-5e63b6f2,us-east-1,auth-service,INFO,25.71,74.66,264.72,SUCCESS,5d588f8b-3f50-4746-a402-e70375a33857
2026-01-26 04:03:17,i-dbf613b7,eu-west-1,payment-service,INFO,89.08,43.11,345.42,SUCCESS,7069b296-f142-4779-8d72-3de982cb6767
2026-01-02 15:09:26,i-e3d2055f,eu-west-1,user-service,ERROR,44.19,42.58,142.9,SUCCESS,635145ba-9ed8-4b38-bc4c-985b674101c8
2026-01-16 12:07:48,i-86e2c0e5,us-east-1,user-service,INFO,76.01,22.9,205.35,SUCCESS,cad268c5-2426-46c0-b9b2-7447a031d972
2026-01-26 22:33:26,i-e3d2055f,us-east-1,api-gateway,DEBUG,79.99,64.54,306.38,SUCCESS,8abfa80a-6852-490a-abee-46afe70e503f
2026-01-14 11:16:22,i-a6e729b4,ap-southeast-1,payment-service,ERROR,75.88,25.73,335.87,SUCCESS,7e3eddf3-672d-4d68-8ec5-007fa8cd1ef6
2026-01-08 04:12:21,i-5e63b6f2,eu-west-1,api-gateway,INFO,79.77,57.71,440.83,FAILED,8ed49a72-a326-455c-9b50-a56a9cf14d24
2026-01-13 15:33:39,i-24d39cb1,ap-southeast-1,api-gateway,INFO,13.77,57.76,46.62,SUCCESS,8d4e67e6-8bce-4517-8dda-c50272a97dea
2026-01-10 09:10:13,i-a0c2be9a,ap-southeast-1,data-processor,ERROR,34.98,56.82,30.85,SUCCESS,9b785395-54fa-444b-a092-281010addc4b
2026-01-21 16:43:26,i-e02addaa,us-west-2,auth-service,INFO,27.19,86.24,789.69,FAILED,d23b6594-8488-4108-a1d8-da5df9a2b33c
2026-01-23 18:24:58,i-e02addaa,ap-southeast-1,user-service,WARN,25.16,56.52,117.69,SUCCESS,8fca0a8b-e519-415e-a1ee-d79fd102542a
2026-01-13 14:29:15,i-d7b249dc,ap-southeast-1,user-service,INFO,39.56,49.87,493.98,SUCCESS,57ec8788-c8d8-41db-9972-53e5978edc74
2026-01-06 04:48:25,i-dbf613b7,eu-west-1,auth-service,DEBUG,79.02,41.73,354.1,SUCCESS,6d7144a2-d257-45b2-a2e7-19c5f1c20b7e
2026-01-04 20:06:01,i-24d39cb1,us-east-1,user-service,WARN,14.78,66.99,453.26,SUCCESS,366a3cbd-efd1-4508-8343-bd6b236ca791
2026-01-13 05:45:10,i-86e2c0e5,eu-west-1,data-processor,INFO,33.64,34.74,727.96,FAILED,f7430902-6354-4d7b-93a0-8622648bdbff
2026-01-09 08:05:55,i-86e2c0e5,us-west-2,payment-service,INFO,91.56,61.11,45.06,SUCCESS,34debad5-830e-4dc6-bf6e-bc40447bc0f6
2026-01-27 08:28:00,i-ba94833f,us-west-2,api-gateway,INFO,84.48,30.29,529.52,SUCCESS,6a201aa3-fd1c-4250-b3dc-04bcca37005f
2026-01-01 01:12:52,i-f5214d64,us-east-1,auth-service,INFO,83.19,66.63,665.86,SUCCESS,d65efeac-9615-478a-a3be-a5326a146815
2026-01-29 09:16:34,i-c4b4fc2a,us-east-1,user-service,INFO,40.91,79.95,627.75,SUCCESS,af6b2708-c13f-48e2-accf-ac4856dd0d6f
2026-01-21 06:34:21,i-ce5bd7ec,us-east-1,payment-service,INFO,28.03,26.99,733.43,SUCCESS,3669b2ef-fc8f-4799-a8b4-69cee7420e05
2026-01-17 19:19:32,i-ba94833f,eu-west-1,api-gateway,INFO,47.01,82.74,340.29,FAILED,5675bd18-ea31-415c-92a0-e42a82c61e04
2026-01-04 11:25:16,i-24d39cb1,us-east-1,payment-service,ERROR,36.13,37.91,564.67,SUCCESS,a3d9d5d7-ec69-4594-b917-8e1e62603c12
2026-01-12 16:59:24,i-ce5bd7ec,us-east-1,data-processor,INFO,62.58,32.13,239.02,SUCCESS,ae570e30-371e-4339-be5b-7125d160203c
2026-01-12 21:48:43,i-c292f604,us-west-2,payment-service,INFO,72.8,23.85,204.16,SUCCESS,706dc232-e576-42bc-a5c8-d2ef8272f3de
2026-01-20 02:20:42,i-a6e729b4,eu-west-1,payment-service,INFO,41.5,26.39,279.93,SUCCESS,3c7b099c-7ea2-45f8-b1c3-fbdb6333b93a
2026-01-25 14:41:52,i-5e63b6f2,ap-southeast-1,user-service,INFO,80.77,45.75,167.87,SUCCESS,8c2488e0-1445-4e37-ba8f-bf076a94f6a5
2026-01-02 11:04:36,i-02ff39c3,eu-west-1,data-processor,INFO,59.95,36.17,142.9,SUCCESS,1dc6b12d-0279-46ee-9971-e879855cb98c
2026-01-27 20:38:53,i-5e63b6f2,eu-west-1,api-gateway,WARN,52.7,88.12,450.55,FAILED,3feeb2a5-e621-4ada-988e-dc49d5ab9aff
2026-01-08 16:59:30,i-f5214d64,eu-west-1,data-processor,INFO,23.25,59.25,777.75,SUCCESS,6fe378aa-69e9-416e-ae61-42aa5acacd5f
2026-01-05 13:19:25,i-a0c2be9a,us-east-1,api-gateway,WARN,41.89,41.02,269.89,SUCCESS,a6940978-b913-465d-bb39-7517cc24fa6a
2026-01-20 10:10:43,i-a0c2be9a,us-west-2,api-gateway,INFO,78.88,88.53,324.76,SUCCESS,3b863b55-b24a-4f4f-8183-6a7e1f8bd76f
2026-01-23 12:01:28,i-90b0007b,us-east-1,data-processor,INFO,92.11,23.09,627.85,SUCCESS,4b1d2952-82ce-4425-862b-b984feb11f7a
2026-01-20 19:05:15,i-90b0007b,us-east-1,api-gateway,WARN,12.63,72.2,531.03,SUCCESS,ca55bce9-a3ac-4861-802e-aaf433432dc0
2026-01-22 12:21:55,i-e02addaa,eu-west-1,api-gateway,INFO,77.87,71.53,600.79,SUCCESS,a24f2728-200f-4cc1-a01c-ed29a966dbb5
2026-01-18 00:16:00,i-c4b4fc2a,ap-southeast-1,user-service,INFO,60.03,49.8,394.28,SUCCESS,b4dfaa4c-9396-4e2c-a4eb-733656822cce
2026-01-02 01:59:39,i-f5214d64,us-east-1,api-gateway,INFO,25.14,35.91,535.72,SUCCESS,ecf502e5-e942-4d60-98b0-e9d4d84830df
2026-01-05 15:07:25,i-a6e729b4,ap-southeast-1,payment-service,DEBUG,58.07,26.92,180.58,SUCCESS,ba72aaba-8557-495a-8d47-30406bed549b
2026-01-28 19:59:47,i-dbf613b7,ap-southeast-1,api-gateway,INFO,59.87,71.66,561.38,SUCCESS,371a6c01-66b6-4d48-8226-d2bd4f8852ce
2026-01-26 20:52:57,i-e3d2055f,us-east-1,data-processor,DEBUG,23.55,49.02,606.59,SUCCESS,782fafd4-4ab4-440a-bc0a-f44f50cc2731
2026-01-23 17:41:16,i-d7b249dc,us-west-2,api-gateway,DEBUG,37.45,73.37,765.25,SUCCESS,27801f1e-96a0-48ab-a2a1-5df4eea9c395
2026-01-20 06:02:41,i-86e2c0e5,us-east-1,user-service,INFO,86.44,73.17,302.39,SUCCESS,52b7ca4b-fa14-4ab5-91d9-52cbb06a0a09
2026-01-02 01:05:35,i-f5214d64,us-east-1,payment-service,INFO,50.36,48.79,138.72,SUCCESS,752dbad8-24b9-4ad0-b79f-d116c4f08dac
2026-01-28 17:37:17,i-24d39cb1,ap-southeast-1,auth-service,INFO,46.3,43.98,24.75,SUCCESS,d91c594a-1808-4ba9-b7d9-2dd13e35ff3d
2026-01-08 07:42:53,i-86e2c0e5,ap-southeast-1,payment-service,ERROR,82.39,46.94,333.48,SUCCESS,93fe1327-34f3-4846-92c3-497fd4c4c3ad
2026-01-03 06:29:10,i-2b6b64c1,us-east-1,user-service,INFO,78.4,68.78,225.66,SUCCESS,893b3816-032a-464f-8197-4adbc7fa68af
2026-01-05 21:39:36,i-f8984641,us-west-2,auth-service,INFO,39.8,61.61,689.5,SUCCESS,100cb64e-5192-4a20-bb19-622091d8037b
2026-01-15 02:33:18,i-e02addaa,ap-southeast-1,data-processor,DEBUG,10.16,85.83,222.62,RETRY,4e174fa0-0a4c-4f0e-b587-fb64c88e88f9
2026-01-30 17:16:39,i-dbf613b7,ap-southeast-1,user-service,INFO,14.25,69.58,720.34,SUCCESS,249486fa-d8c7-42fe-b513-b619985f86b8
2026-01-06 11:41:07,i-86e2c0e5,ap-southeast-1,data-processor,INFO,66.52,31.56,627.17,SUCCESS,29e1548c-7337-4574-9c63-18f2badb8a57
2026-01-09 10:08:25,i-4bf1c037,eu-west-1,data-processor,INFO,10.46,82.04,568.48,SUCCESS,e73e5d71-af6a-4382-b4fe-878425c33ed5
2026-01-19 20:30:06,i-90b0007b,eu-west-1,payment-service,DEBUG,13.4,70.35,329.66,SUCCESS,e6a14e73-e0b2-4e19-8231-1253e9694e06
2026-01-13 05:08:59,i-e3d2055f,ap-southeast-1,data-processor,INFO,47.83,38.27,706.95,FAILED,49806b4f-989b-498a-9988-eb2cf4aa25c8
2026-01-01 00:54:40,i-ba94833f,us-east-1,api-gateway,ERROR,32.0,83.37,535.72,RETRY,ece7cb6d-4bb1-48a1-90ad-18eac7572f1d
2026-01-11 22:34:25,i-86e2c0e5,eu-west-1,auth-service,WARN,39.11,30.37,327.13,SUCCESS,8714cebe-96a1-48b2-be7b-654b0001c09b
2026-01-28 17:09:59,i-8d25dc0c,us-west-2,data-processor,ERROR,72.25,22.02,140.36,SUCCESS,f98cc0b0-60fd-4bb0-90c2-a1fc3df42b82
2026-01-11 11:01:55,i-ba94833f,us-west-2,user-service,INFO,71.71,51.03,237.38,SUCCESS,34830079-cdb8-4530-a41e-650667da14a9
2026-01-24 20:44:15,i-a6e729b4,ap-southeast-1,data-processor,INFO,48.78,32.66,721.84,RETRY,0213aa8f-6144-4a34-9f2f-c5f0f8ec4489
2026-01-19 00:16:43,i-8d25dc0c,us-east-1,api-gateway,INFO,93.58,67.71,427.02,SUCCESS,83a51e24-7676-4c8f-ac6c-7fbd1b49d73a
2026-01-19 00:19:06,i-dbf613b7,ap-southeast-1,api-gateway,INFO,26.84,32.11,156.46,SUCCESS,8fa5ebc1-758d-416f-8870-2fcdfed6cffe
2026-01-18 07:10:02,i-d7b249dc,eu-west-1,user-service,INFO,75.25,32.28,502.4,SUCCESS,5cb9f48a-8b86-486e-b754-7c16771fa428
2026-01-08 12:27:31,i-86e2c0e5,us-west-2,user-service,WARN,74.72,45.71,752.41,SUCCESS,d6e98eec-9641-40ad-bbd7-c279e64fb9e4
2026-01-05 03:37:01,i-5e63b6f2,us-east-1,data-processor,INFO,41.78,61.37,32.26,SUCCESS,ebf07af6-6b9b-4ee0-b38b-f9246ba63385
2026-01-21 05:40:45,i-dbf613b7,eu-west-1,user-service,INFO,37.46,47.62,294.32,SUCCESS,42f4885d-8693-462d-a522-d31c052f993c
2026-01-23 10:51:15,i-ba94833f,ap-southeast-1,api-gateway,INFO,52.12,44.27,94.37,SUCCESS,66bae97a-53cb-48f6-9b4d-f8803256b9eb
2026-01-08 06:44:41,i-8d25dc0c,ap-southeast-1,auth-service,DEBUG,81.52,85.03,183.43,RETRY,41b3c01d-2955-449b-a5d7-06b34e9fb9e5
2026-01-07 13:48:31,i-90b0007b,us-west-2,payment-service,WARN,75.83,47.39,136.22,SUCCESS,18468a70-7993-498a-abe7-db4bb89ccb5a
2026-01-24 10:24:40,i-c292f604,ap-southeast-1,user-service,INFO,78.34,89.68,291.82,FAILED,54ef5447-86de-4cd7-a6d5-6e0dad6f2e66
2026-01-05 23:38:46,i-02ff39c3,us-west-2,data-processor,ERROR,10.8,55.03,35.76,SUCCESS,b3bdd8a0-d207-4b69-9dc8-db9805772f78
2026-01-28 04:13:37,i-90b0007b,eu-west-1,data-processor,INFO,76.67,26.27,548.47,SUCCESS,5893d1f4-9e33-481d-824b-4445ef30d584
2026-01-24 13:53:17,i-ba94833f,eu-west-1,user-service,DEBUG,14.94,27.9,281.87,SUCCESS,28bb7ab1-acd2-4077-9c5d-32b44f869339
2026-01-10 04:51:34,i-d7b249dc,eu-west-1,api-gateway,WARN,65.51,60.62,245.8,SUCCESS,96fa1a13-a2a8-4d09-9ee0-159d2b89b6e1
2026-01-14 17:22:48,i-24d39cb1,us-west-2,api-gateway,WARN,73.91,40.04,551.92,SUCCESS,c305dbd7-01c0-4fd7-af49-9496d1577d37
2026-01-13 07:00:22,i-8d25dc0c,us-east-1,data-processor,INFO,55.16,69.8,174.79,SUCCESS,42253a47-7f62-46df-a50e-8d5fe5dc8701
2026-01-02 18:16:43,i-d7b249dc,us-west-2,data-processor,INFO,40.86,21.68,441.32,SUCCESS,9e67502b-7a49-4399-a01b-4db810649387
2026-01-28 01:22:30,i-f5214d64,ap-southeast-1,data-processor,INFO,54.26,72.28,473.68,SUCCESS,ef597bd4-cfe4-4393-809a-754dfee40666
2026-01-25 00:20:45,i-2b6b64c1,ap-southeast-1,auth-service,INFO,57.38,73.66,657.92,SUCCESS,73a0ebde-7275-423d-bd64-9b057fd3eede
2026-01-03 23:04:54,i-f8984641,eu-west-1,data-processor,INFO,66.46,54.41,448.48,SUCCESS,d03c8fff-195b-4a5f-888f-dd8b443f899c
2026-01-14 06:26:02,i-e02addaa,us-west-2,data-processor,WARN,37.86,62.7,103.17,SUCCESS,96b79723-6bd1-4ef3-9a19-82b06a5a96ba
2026-01-29 00:00:49,i-5e63b6f2,ap-southeast-1,api-gateway,INFO,22.3,40.26,535.68,SUCCESS,ca08c587-a621-4042-9c83-adb8094045e1
2026-01-10 18:24:37,i-5e63b6f2,eu-west-1,data-processor,INFO,52.04,22.93,594.52,SUCCESS,f9b54158-c381-4b3b-88c7-ff44f11f9471
2026-01-11 01:31:46,i-ce5bd7ec,us-west-2,api-gateway,INFO,93.34,82.33,277.84,SUCCESS,745db895-b74a-4f9c-bcd2-659094e3c4d0
2026-01-23 02:53:09,i-4bf1c037,eu-west-1,data-processor,ERROR,77.81,38.78,129.36,SUCCESS,cee814ed-f6af-4862-9edb-fb53373e2e1a
2026-01-14 23:48:05,i-c292f604,ap-southeast-1,api-gateway,INFO,94.16,36.81,730.61,SUCCESS,daf1e0ae-c508-4967-9d71-8d8d4273e208
2026-01-20 17:55:26,i-5e63b6f2,us-west-2,auth-service,INFO,26.54,33.47,73.68,SUCCESS,28cb6d3a-34c1-4f63-aefb-d9b2a40597c0
2026-01-09 13:10:01,i-02ff39c3,ap-southeast-1,user-service,INFO,18.94,64.75,779.33,SUCCESS,d5fdcc34-24ce-429e-bcdd-af9a1848958b
2026-01-29 13:37:03,i-24d39cb1,eu-west-1,data-processor,WARN,93.15,64.17,316.15,SUCCESS,52dd0d56-fb37-494c-94e5-41e9a122cd83
2026-01-07 07:02:34,i-24d39cb1,us-west-2,payment-service,INFO,52.57,25.43,125.61,RETRY,322dbdcc-2a0f-422a-9b00-9c9be630dc9c
2026-01-17 09:13:23,i-4bf1c037,ap-southeast-1,payment-service,DEBUG,28.13,60.97,554.93,SUCCESS,1de03717-4089-4533-bffd-440632a845d2
